artist,track_name,track_id,release_year,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence
Sam C.S.,"Yaaradiyo - From ""Gorilla""",1s3GJmmFs9TfcwV8s6z1sk,2019,228585,46,0.383,0.692,0.64,0,0.178,-6.472,0.0585,95.979,4,0.316
Yuvan Shankar Raja,Agalaathey,6dLKRf2nSiMw9K4QXT04Mt,2019,276262,37,0.0476,0.695,0.666,0.000294,0.107,-5.269,0.031,150.024,4,0.426
D. Imman,Unkoodave Porakkanum (Brother’s Version),4ZybEuM7iFcBXZQ1wMwmTy,2019,260825,44,0.185,0.541,0.801,0,0.127,-5.686,0.0393,83.008,4,0.376
Amit Trivedi,Engleesu Lovesu,262QxIixYCBwIob1dQ4YOb,2019,219954,34,0.521,0.759,0.537,0.000197,0.101,-8.059,0.0452,109.973,4,0.654
Vivek - Mervin,Sandakari Neethan,42oIX5TcLNnOh0XhCgDmyt,2019,250000,48,0.324,0.349,0.657,0,0.387,-6.595,0.0808,62.927,4,0.436
Leon James,Thimiru Kaattaadha Di,2obACfnYSnLmSP2jjh77Xz,2019,239368,34,0.11,0.723,0.721,0,0.0979,-6.746,0.0406,95.01,4,0.578
Sundaramurthy K.S.,Megathoodham,6I7GNd3UW45TAxG49R4HtX,2019,267291,56,0.347,0.706,0.427,3.98E-06,0.108,-10.191,0.0416,129.942,1,0.418
Sam C.S.,Sandaali,5XXqpnR6zSzHMBrTP0s8Wz,2019,226750,48,0.274,0.513,0.594,1.24E-06,0.131,-9.127,0.0329,127.976,4,0.475
A.R. Rahman,Bigil Bigil Bigiluma,71MYQe743EBq3RvLqidTLi,2019,122256,46,0.465,0.598,0.815,0.925,0.0414,-8.281,0.108,165.009,4,0.572
Harris Jayaraj,Anangae Sinungalama,1iZu3A9l8tT9JuIAAzfYEi,2018,359426,31,0.216,0.863,0.546,0.000207,0.353,-7.489,0.0451,119.982,4,0.731
Sundaramurthy K.S.,Kaariga,6tV6osBgYrXUt6LgxMT2V0,2019,258947,35,0.154,0.448,0.763,0,0.568,-6.978,0.155,125.048,4,0.298
Hiphop Tamizha,Kalakkalu Mr. Localu,5Aao1YezXZn1kAst20gWuU,2019,225000,36,0.337,0.583,0.875,0,0.343,-6.393,0.163,84.02,4,0.789
Anirudh Ravichander,"Aaha Kalyanam - From ""Petta""",6AkFPJaJN6pPCeVGbf23Lu,2018,174698,42,0.216,0.79,0.87,3.51E-05,0.0287,-3.2,0.156,146.847,4,0.938
Hiphop Tamizha,Mr. Local - Theme,5rtfhunJVqltpiJVevz8xn,2019,150073,31,0.0213,0.652,0.93,0,0.382,-3.974,0.0616,87.997,4,0.602
Anirudh Ravichander,"Petta Theme - From ""Petta""",5fyz50nzC0a96r7UAd2Y5f,2018,106500,48,0.0158,0.677,0.824,0.727,0.0867,-3.939,0.0367,133.017,4,0.334
Vivek - Mervin,Oh My God - Tamil,6RUSHHL9Ulf2Blqa9VX5GX,2019,222676,32,0.0777,0.722,0.846,0,0.601,-3.272,0.165,141.926,4,0.55
Radhan,Edharkadi - Male,4Jx9JX7oeFCUQ63tGLHI7n,2019,249076,46,0.392,0.461,0.4,0,0.177,-7.277,0.0341,182.857,3,0.416
D. Imman,Jigiri Dosthu,0N8NRbkCnLx9ShSA3wDXmZ,2019,328834,35,0.0604,0.736,0.908,0,0.3,-3.875,0.218,140.012,4,0.523
Harris Jayaraj,Siriki,4BOwQbQFZevN3Weqz2IwuY,2019,283263,34,0.325,0.843,0.816,7.51E-06,0.0916,-4.136,0.292,81.501,4,0.632
D. Imman,Aalankuruvigalaa,6h597ZJrMvl0c0EtYED8B3,2019,246820,29,0.528,0.602,0.601,0,0.356,-5.365,0.0294,117.005,4,0.605
Anirudh Ravichander,"Petta Paraak - From ""Petta""",3r00sgm8aoOg6RyWR4t8hr,2018,238374,46,0.0196,0.655,0.971,5.61E-06,0.0724,-5.574,0.076,96.997,4,0.711
Hiphop Tamizha,Nee Nenacha,2gp0OtnltLdrcNhKHVL2qM,2019,268683,57,0.575,0.329,0.408,0,0.115,-10.672,0.0629,182.961,4,0.408
Govind Vasantha,"Vaa Vaa Penne - From ""Uriyadi 2""",1WTAQTKFIlu7jalz6Aglrk,2019,294864,44,0.647,0.513,0.534,0,0.153,-8.538,0.039,149.94,3,0.245
Harris Jayaraj,Hey Amigo,6YNh7d9B3Jlwlzkvq2MMbb,2019,274989,51,0.151,0.863,0.753,0.0141,0.0618,-5.067,0.128,98.02,4,0.616
Yuvan Shankar Raja,Kaalam EDM Song,6p8xrwzZ2IijJ5lMP6ozwi,2019,218769,22,0.129,0.841,0.877,0.00416,0.348,-3.253,0.0343,129.966,4,0.474
Siddhu Kumar,Mayilaanjiye,3h2D99yvFqRfbmX7sTGv5j,2019,215611,43,0.68,0.391,0.5,1.76E-06,0.0969,-9.247,0.0639,187.411,3,0.604
Santhosh Narayanan,Maalai Nera,0d5hHGrCMPH82D8tbB1EOv,2019,177534,20,0.153,0.737,0.817,0,0.0493,-5.598,0.159,130.863,4,0.758
Darbuka Siva,Naan Pizhaippeno,2zMDYo1o1EVKgt5Xrm7Aoi,2019,361463,42,0.132,0.588,0.751,0.0126,0.0993,-7.823,0.0275,123.024,4,0.308
A.R. Rahman,Maathare,1Bra55G5oNWhZgYFDkGmY9,2019,261256,33,0.898,0.442,0.309,0.000456,0.109,-14.054,0.0298,138.058,3,0.22
Justin Prabhakaran,Theera Kadhal,3Dj9IaE6Z0TSxKOX4UrYli,2019,272509,20,0.571,0.71,0.502,1.82E-05,0.106,-8.103,0.0395,85.004,4,0.396
Simon K. King,Kollathey,4p1RpVBqXOBQ9rxOPaTjLJ,2021,240460,20,0.061,0.713,0.654,2.95E-06,0.283,-7.645,0.0475,128.035,4,0.463
Radhan,Amudhangalaal - Female,6O52Gdt9OavMR0PPMKKzSc,2019,345250,41,0.172,0.673,0.533,0.00591,0.0868,-8.661,0.057,140.034,4,0.252
Yuvan Shankar Raja,Thandalkaaran,20aqo3dZqmeuuSyzySYgpY,2019,218135,27,0.0518,0.797,0.803,1.63E-06,0.132,-7.483,0.0402,118.005,4,0.662
Darbuka Siva,Thirudaadhe Thirudaadhe,0TvFk2G6ktFNarK3u87sHA,2019,384615,29,0.0578,0.778,0.835,0.0872,0.0699,-7.789,0.0407,110.009,4,0.773
Various Artists,Kadhal Oru Vizhiyil,5itVirqnCoZjoVm6Dsaudj,2019,247473,45,0.361,0.621,0.482,0,0.0697,-9.422,0.0465,141.966,4,0.524
Siddhu Kumar,Usure,2wUB5GAkTNHno9Y7zyrDON,2019,220000,48,0.233,0.709,0.395,0,0.127,-11.521,0.034,95.005,4,0.495
Various Artists,Oru Sattai Oru Balpam,5mjMNSapkdPs7pYMjpXM4x,2019,208726,35,0.203,0.878,0.849,0,0.129,-5.848,0.333,79.967,4,0.865
Darbuka Siva,Adadaa Naana,33MRflfqFcAbUb4yk1ucoi,2019,254999,30,0.0997,0.697,0.592,0.00116,0.0953,-9.577,0.0336,143.985,4,0.775
Harris Jayaraj,Kurilae Kurilae,3CcZFF9VjwXrElkWZ6GjIX,2019,261227,28,0.0212,0.876,0.751,0.0045,0.115,-5.806,0.0524,136.024,4,0.517
Darbuka Siva,Hey Nijame,5nG2hbCPI0urycsRN8M3OR,2019,274864,37,0.718,0.34,0.465,0.0652,0.142,-11.631,0.0453,97.54,3,0.0686
Darbuka Siva,Maruvaarthai - Unplugged,6jX3m7Odpssvxbw76Jaica,2019,287928,39,0.793,0.584,0.179,0,0.106,-9.116,0.0277,99.831,4,0.235
Yuvan Shankar Raja,Vaanil Irul,1HXGlzG6wXz8ZnDmsrIVOm,2019,200129,15,0.499,0.585,0.376,5.69E-05,0.108,-9.488,0.0381,155.082,3,0.475
D. Imman,Karadu Moradu Poove - Male Vocals,6YBzmGb5hlqVhpbEIaCz2b,2019,283890,11,0.21,0.435,0.683,0,0.326,-4.44,0.0356,161.529,3,0.479
A.R. Rahman,Chola Chola,27nzJVsvXqXyeMIcVxvB54,2022,219638,73,0.304,0.623,0.655,0,0.18,-9.998,0.203,99.739,4,0.749
A.R. Rahman,Mallipoo,3i7qScF9Oyp31O9bAutJez,2022,245365,78,0.196,0.715,0.654,0.000117,0.0667,-7.266,0.336,175.589,3,0.762
Thalapathy Vijay,"Ranjithame (From ""Varisu"")",1LbBOhicFmu7ktJqIHCELt,2022,287080,75,0.666,0.545,0.98,0.00709,0.0788,-6.464,0.129,124.96,4,0.658
Dhanush,"Mayakkama Kalakkama (From ""Thiruchitrambalam"")",2kOH2QZB7F7I1iVXqwKuBF,2022,142258,76,0.604,0.789,0.536,2.09E-06,0.088,-5.422,0.0424,124.029,4,0.877
Anirudh Ravichander,"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",2vkNA9I029dTwX0y6d59Sc,2022,209032,73,0.0908,0.827,0.717,0.000523,0.0511,-7.755,0.111,123.987,4,0.772
A.R. Rahman,"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil",1uJ2czshFLqimctgvsxfv2,2022,290526,75,0.12,0.687,0.637,0,0.291,-9.55,0.13,152,4,0.56
Yuvan Shankar Raja,"Kanja Poovu Kannala (From ""Viruman"")",78tblPcz2otRZd1VOeU7zz,2022,237558,72,0.291,0.72,0.692,0,0.177,-6.354,0.0894,110.011,4,0.52
A.R. Rahman,Ratchasa Maamaney,26aOnndLckt8uAsk6odL5n,2022,289942,69,0.349,0.546,0.786,1.35E-06,0.109,-9.486,0.212,99.798,3,0.434
Anirudh Ravichander,"Pathala Pathala (From ""Vikram"")",5WWplXimzIjlJiN2N7T9Q3,2022,211384,72,0.35,0.826,0.779,0,0.0657,-5.609,0.375,130.091,4,0.936
A.R. Rahman,Devaralan Aattam,1O5AqyUHm8vH8XGr173ugY,2022,273228,68,0.303,0.828,0.707,0,0.0646,-9.517,0.362,141.096,3,0.441
Anirudh Ravichander,"Megham Karukatha (From ""Thiruchitrambalam"")",6TQS7URegxmcb8tTNpoXzi,2022,290400,77,0.513,0.429,0.614,0.000316,0.0922,-6.573,0.0709,149.966,3,0.743
A.R. Rahman,Marakkuma Nenjam,6WAfYZXIKo2ufmQZQR9L8E,2022,258319,63,0.783,0.671,0.373,0.105,0.111,-15.071,0.0362,119.972,4,0.315
Santhosh Narayanan,"Thenmozhi (From ""Thiruchitrambalam"")",1Nr46gjiP50uPsz30gYhAd,2022,173225,78,0.598,0.764,0.532,0,0.26,-5.979,0.0491,123.95,4,0.859
Anirudh Ravichander,Vikram - Title Track,6FQQiTpYnfc5803p84bQp1,2022,218823,72,0.174,0.638,0.842,0.000356,0.126,-5.305,0.0524,169.901,4,0.145
A.R. Rahman,Alaikadal,7kcMEKsmqgfq68gSQk6F9c,2022,314207,64,0.958,0.441,0.308,0.000231,0.0638,-10.107,0.0407,149.593,3,0.292
Anirudh Ravichander,Private Party,5OotwkHgMpNYfsCwAOs4jP,2022,216774,60,0.182,0.861,0.886,1.29E-06,0.0559,-5.413,0.122,124.031,4,0.898
Devi Sri Prasad,Bullet Song,78g1KU3zvKQLS5emtG9Xiu,2022,237235,63,0.569,0.715,0.888,0.185,0.0917,-6.55,0.222,195.006,3,0.786
A.R. Rahman,Sol,5g1i02FYQMmVj4L17Gis1C,2022,134204,63,0.923,0.697,0.271,0,0.101,-11.507,0.093,119.835,4,0.773
Dhanush,"Thaai Kelavi (From ""Thiruchitrambalam"")",1pean7zvZUqcWZaUucH63f,2022,258909,73,0.0352,0.661,0.92,1.40E-05,0.314,-3.469,0.188,82.508,4,0.494
Vishal Chandrashekhar,"Kurumugil (From ""Sita Ramam (Tamil)"")",5e2eJl3qNNGWllzSFCYrad,2022,218808,65,0.514,0.416,0.343,0,0.106,-10.995,0.0664,149.791,3,0.578
Bala,Otha Thamarai - Original Soundtrack,7e97QgqoYTXOj1s7JI0dHR,2022,219923,66,0.507,0.541,0.744,0,0.26,-6.191,0.295,194.976,3,0.877
Anirudh Ravichander,Lokiverse - Background Score,209pScL6fUhISxcLWkB6rf,2022,156330,71,0.302,0.64,0.86,0.468,0.109,-4.481,0.101,96.996,4,0.516
Anirudh Ravichander,Once Upon a Time,4wCy7erulqUfFQNVaZBD9b,2022,143709,70,0.00659,0.646,0.879,0.0607,0.117,-3.668,0.0823,123.849,4,0.429
Anirudh Ravichander,"Jalabulajangu (From ""Don"")",4HdzYTQiouB9BVYX7JOrhh,2021,202607,69,0.0261,0.635,0.823,0,0.0481,-5.437,0.153,151.047,4,0.457
Anirudh Ravichander,"Porkanda Singam (EDM Version) [From ""Vikram""]",12LE4Omy9ze8xTOMofMVB3,2022,149433,64,0.102,0.685,0.755,0.194,0.159,-6.045,0.0476,158.932,4,0.422
Anirudh Ravichander,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",6yvxu91deFKt3X1QoV6qMv,2022,279677,75,0.259,0.608,0.757,0.00216,0.259,-6.945,0.164,124.078,4,0.625
Sid Sriram,"Kaadhal En Kaviye - From ""Salmon 3D""",6XYQvYJzHjK5150Vl7NKfJ,2021,311558,76,0.655,0.625,0.34,1.28E-06,0.137,-10.754,0.0371,139.982,4,0.396
A.R. Rahman,"Adheeraa (From ""Cobra"")",4381FmKZc1uT2zzhBiknH7,2022,259139,68,0.11,0.722,0.859,7.39E-05,0.0929,-8.143,0.039,110.969,4,0.562
Anirudh Ravichander,"Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",6C8JJFoGC4dkVtAHVK3iif,2021,176345,64,0.0202,0.821,0.69,0.00398,0.199,-4.981,0.187,140.171,4,0.648
Anirudh Ravichander,"Beast Mode (From ""Beast"")",1aQ58u4guUf999iQX3J2HF,2022,220350,65,0.00105,0.584,0.847,0.000525,0.333,-5.106,0.0933,170.983,4,0.371
Ravi Basrur,Mehabooba,0SeQF0O4k5Fj91qZOspKYe,2022,212351,69,0.864,0.508,0.492,0.116,0.347,-11.579,0.049,79.967,4,0.28
Anirudh Ravichander,"Bae (From ""Don"")",5D507IC1VOAg7bKkmOblr6,2022,242628,70,0.0701,0.697,0.663,1.04E-05,0.112,-7.246,0.0486,96.968,4,0.407
Anirudh Ravichander,Wasted,2dpMdklbSc5CmZ3ijhknZ5,2022,182608,62,0.00162,0.651,0.827,0.0902,0.0803,-5.108,0.0319,114.918,4,0.851
Anirudh Ravichander,"Jolly O Gymkhana (From ""Beast"")",6lpbzOMBOYHRsp6WEMvRvn,2022,208064,66,0.0358,0.652,0.653,0,0.081,-10.263,0.213,185.931,3,0.776
Ravi Basrur,Sulthana,0avZTcyglSN3DMenBBimIr,2022,225069,58,0.064,0.617,0.945,0.000424,0.145,-6.793,0.0633,124.962,4,0.475
Santhosh Narayanan,Evanda Enakku Custody,64NPSUK9QT49jEDKl3FK1a,2022,212857,59,0.0148,0.656,0.797,3.97E-05,0.0626,-4.678,0.414,102.142,4,0.859
Various Artists,"Tum Tum (From ""Enemy - Tamil"")",3H3x4NhR3wJh6IvRHmPvkd,2021,228567,69,0.759,0.741,0.761,0.000607,0.126,-5.414,0.143,147.047,3,0.912
Rahul Sipligunj,"Naattu Koothu (From ""Rrr"")",61LeFCT6Nnkv55AiSgZCre,2021,214495,61,0.369,0.44,0.985,0.0264,0.0789,-3.714,0.149,160.072,4,0.75
Anirudh Ravichander,Chellamma,7fdsoKCtpx2hYXDRMoActW,2021,236500,57,0.254,0.525,0.68,0.000348,0.0601,-7.252,0.207,132.857,4,0.734
Devi Sri Prasad,Oo Solriya Oo Oo Solriya,28fPIWqAfqoEEGSb0rA4LZ,2021,223271,62,0.447,0.904,0.706,0.0851,0.197,-6.717,0.0846,128.038,4,0.486
Stephen Zechariah,Adi Penne,6XmBh5HSdVzEAaqzEftL9t,2021,301862,67,0.449,0.591,0.648,0,0.382,-7.556,0.0392,107.978,1,0.423
Santhosh Dhayanidhi,Kutty Pattas,7AHKnQ6XB5l7GL4pTJWLZn,2021,239103,63,0.178,0.895,0.467,0,0.0802,-10.48,0.199,132.955,4,0.742
Anirudh Ravichander,"Soul of Doctor (Theme) [From ""Doctor""]",6GFtWQYco30oKpMr5xJwy2,2021,63711,59,0.0968,0.473,0.837,0.912,0.297,-7.101,0.0336,97.261,4,0.212
Anirudh Ravichander,"So Baby (From ""Doctor"")",0t0mHozF8Xsif9w8bemh9D,2021,252631,63,0.103,0.607,0.843,4.42E-05,0.107,-8.15,0.218,133.131,4,0.582
Siddhu Kumar,"Adipoli (From ""Think Originals"")",1rvJahl2EPy25dSsBNzTr4,2021,172750,64,0.586,0.573,0.6,7.65E-06,0.15,-7.751,0.3,149.982,4,0.706
Anirudh Ravichander,"Master the Blaster (From ""Master"")",2cVJDlu9jmkPUeuJxA6v8i,2021,92250,59,0.3,0.756,0.816,0,0.172,-1.418,0.0972,100.04,4,0.899
Dhee,Enjoy Enjaami,1baHxgYktT8eDdmtTozJF9,2021,279500,60,0.349,0.856,0.709,0.000209,0.225,-7.432,0.222,110.009,4,0.856
Santhosh Narayanan,"Evanda Enakku Custody (From ""Mahaan"")",4rGLwg8ej2ar25UJ5Rw7xz,2022,212857,55,0.014,0.756,0.795,3.16E-05,0.0635,-4.679,0.397,104.61,4,0.855
Anirudh Ravichander,"Private Party (From ""Don"")",6eYsOcDdB5b6rTO5ubMxeV,2022,216774,70,0.184,0.862,0.886,1.33E-06,0.0565,-5.423,0.123,124.031,4,0.896
Thaman S,Bimbilikki Pilapi,1Hdz67JES35Z4h3Yd4PXvV,2022,247000,72,0.426,0.645,0.947,2.26E-06,0.463,-7.239,0.238,156.828,4,0.823
Santhosh Narayanan,"Rakita Rakita Rakita (From ""Jagame Thandhiram"")",2oNRoniEFnPdaCfkOQ9m0C,2020,247455,57,0.581,0.79,0.74,0.000165,0.523,-7.505,0.168,133.526,4,0.948
Anirudh Ravichander,Vaathi Coming,2BcPFQ7nrtUObgAs72xaac,2020,228257,61,0.276,0.643,0.952,0.49,0.0588,-4.15,0.246,164.784,4,0.585
Santhosh Narayanan,Vambula Thumbula,1hjSN26LvLcBrhObrNSQK1,2021,304833,48,0.699,0.636,0.792,0.00051,0.0528,-5.354,0.329,120.822,3,0.711
Anirudh Ravichander,"Marana Mass - From ""Petta""",612T2qs3Xaj72F8M0bj9gL,2018,216000,47,0.469,0.481,0.872,6.19E-05,0.145,-5.5,0.388,83.606,4,0.717
Yuvan Shankar Raja,"Naanga Vera Maari (From ""Valimai"")",3huCRjAX12zNPxtX9JqX2X,2021,254345,57,0.102,0.649,0.889,0,0.323,-5.442,0.199,149.949,4,0.601
Hiphop Tamizha,"Sivakumar Pondati - From ""Sivakumarin Sabadham""",6XPgCW18GiGg0scbMcdxgX,2021,196211,53,0.119,0.765,0.901,1.97E-05,0.0482,-4.956,0.25,153.015,4,0.609
Vivek - Mervin,"Jai Sulthan - From ""Sulthan""",7crGzxRqI5pMZAjZgF9uu2,2021,246000,60,0.537,0.722,0.86,0,0.114,-3.713,0.205,80.004,4,0.814
Santhosh Narayanan,Puli Manga Pulip,18KexbdkUgYGzFGf73p9gZ,2021,178933,44,0.759,0.686,0.909,5.43E-06,0.0423,-4.681,0.351,80.373,4,0.812
Hiphop Tamizha,Single Pasanga,4Xn3xgMPWSMIWuELgWpGbp,2019,224457,55,0.21,0.753,0.895,0,0.0696,-3.268,0.208,138.043,4,0.864
Anirudh Ravichander,Maari Thara Local - Here Comes Maari,7w4kFO2slzHCu1qEOMaPkl,2015,230252,57,0.622,0.709,0.956,1.10E-06,0.0982,-4.695,0.255,94.945,4,0.664
Dhanush,"Chill Bro (From ""Pattas"")",1EKvufWHnlZbGZGMDg3NYR,2019,239989,50,0.18,0.73,0.904,0.000348,0.121,-4.223,0.247,160.07,4,0.464
Anirudh Ravichander,Aaluma Doluma,1Do2hDE0etMakAEQbyOd4L,2015,258032,54,0.0764,0.544,0.917,1.15E-06,0.346,-5.853,0.201,160.672,4,0.638
Chandan Shetty,Karabuu,7FhQSpPqpPkqcx7bVee0LJ,2021,218022,39,0.0701,0.849,0.882,0.000116,0.264,-5.412,0.304,138.181,4,0.517
Anirudh Ravichander,Karuthavanlaam Galeejaam,22cCckQ9DR4E94QhtUzSW3,2017,208463,48,0.209,0.67,0.94,0,0.346,-4.404,0.308,89.951,4,0.475
Anirudh Ravichander,Polakattum Para Para,2K058s9yrpoUfANaQt7Zu4,2020,214124,53,0.165,0.758,0.796,4.10E-05,0.29,-6.483,0.17,145.475,3,0.919
Anirudh Ravichander,What a Karavaad,5EjVRbQFSLYyeNLlO7qGLY,2016,267942,57,0.0759,0.431,0.794,0,0.85,-5.78,0.428,75.028,4,0.448
Thaman S,Kalasala Kalasala,2PcgMmmhIZA83kwIYEjR8f,2011,251813,61,0.68,0.69,0.895,0.0282,0.228,-7.328,0.17,154.928,4,0.835
Hiphop Tamizha,"Breakup Song - From ""Naan Sirithal""",7wXCinXw50iT5VdReFalv2,2019,169193,55,0.0859,0.43,0.96,0,0.0617,-2.721,0.419,151.92,4,0.454
Vivek - Mervin,"Kamala (From ""Sangathamizhan"")",1kYbzrE1jipOzPwVpPFv4t,2019,239172,40,0.0543,0.76,0.907,4.26E-06,0.111,-5.406,0.0781,144.976,4,0.738
Vivek - Mervin,Guleba,2js9xBYSV4wNrVykUK5vgs,2017,277031,50,0.0555,0.766,0.936,1.64E-06,0.806,-2.822,0.084,128.013,4,0.305
Anirudh Ravichander,Sodakku,1yotVCnfaPDvp9C7LsdGB1,2018,238913,46,0.344,0.741,0.9,0.0039,0.0362,-3.634,0.27,159.557,4,0.663
G. V. Prakash,Otha Sollaala,7lnRiEP7BHXuILXNY9MH8f,2010,238986,63,0.681,0.707,0.925,0.000393,0.0748,-5.675,0.185,79.932,4,0.956
G. V. Prakash,Bittu Padam Di,3kKHUvSrR4wx3UhRb5bXaH,2015,227680,52,0.483,0.659,0.896,0,0.175,-4.356,0.295,85.032,4,0.864
Anirudh Ravichander,Local Boys,7jUczfUWKAfcKSQP2N8ugb,2012,274426,52,0.0182,0.68,0.86,0,0.563,-4.061,0.0497,90.015,4,0.565
Harris Jayaraj,Danga Maari Oodhari,3PK26tdYPKM3ZxEGVFZx7l,2014,342186,55,0.0648,0.648,0.677,0.00071,0.024,-6.262,0.266,112.546,3,0.548
Yuvan Shankar Raja,"Saroja Saman Nikolo (From ""Chennai-600028"")",2EczaQy6yAZ0K7w6imRMto,2013,253986,45,0.146,0.702,0.87,1.19E-06,0.279,-8.72,0.0877,80.01,4,0.808
A.R. Rahman,Simtaangaran,5wAhrduRLWFLI3stVpoMV2,2018,282965,45,0.221,0.808,0.564,4.96E-06,0.0629,-9.004,0.124,122.024,4,0.841
Yuvan Shankar Raja,Machi Open the Bottle,6YcBBZVKYYRirfeAt6BeGA,2011,285973,58,0.664,0.485,0.92,0.000339,0.216,-6.243,0.277,169.944,4,0.767
Yuvan Shankar Raja,Maari Gethu,6ix68x3LqXv1teM1doynXU,2018,226297,43,0.157,0.719,0.817,0.00509,0.483,-8.511,0.0656,92.444,4,0.645
Sam C.S.,Tasakku Tasakku,3x5GBpM7Dy4gckH5a2VN0f,2017,240140,49,0.367,0.643,0.763,0,0.043,-6.771,0.586,107.049,4,0.88
Harris Jayaraj,Venaam Machan,1Xy7rlgMjkoWlwUSEk5sA4,2012,314360,50,0.271,0.829,0.642,0,0.34,-6.256,0.0719,138.007,4,0.709
A.R. Rahman,Mersal Arasan,2726Pd2GWM9mz65fTOMfPQ,2017,256661,48,0.21,0.759,0.797,3.07E-06,0.0354,-7.251,0.103,140.038,4,0.856
Yuvan Shankar Raja,Where Is the Party,45LZkeAJNMpiMCCBcb2sep,2008,318506,51,0.0159,0.55,0.92,0.000927,0.212,-4.057,0.0564,135.805,4,0.668
Harris Jayaraj,Aathangara Orathil,1ZbfvUHBfdODgIL70sk6XR,2014,264666,53,0.00912,0.935,0.643,0,0.0997,-7.015,0.236,98.984,4,0.465
Srikanth Deva,Pottu Thakku,6CmgGwrvtjduLsL0quhSJA,2020,308117,56,0.449,0.828,0.973,0.00417,0.483,-4.28,0.276,85.976,4,0.536
Yuvan Shankar Raja,En Aasai Mythiliye,5rbGnNysQbvPegFcEoboQ8,2020,261588,54,0.244,0.552,0.844,0.000438,0.0813,-9.007,0.13,79.493,4,0.822
K,Kannitheevu Ponna,7qEHrdtSLnFdNOrRtLmN30,2011,274306,56,0.158,0.651,0.751,0,0.063,-5.757,0.159,187.592,3,0.889
Hiphop Tamizha,Kuchi Mittai,57nldabnSPgRfGNFyddITw,2015,251572,43,0.504,0.693,0.94,0,0.0497,-4.38,0.0781,144.994,4,0.879
Yuvan Shankar Raja,Oru Porambokku,0PE3NLHgy6V90c5jGcALOr,2013,266320,40,0.403,0.663,0.877,4.22E-06,0.201,-3.507,0.211,195.205,3,0.925
Vijay Antony,Naakka Mukka 2,7Ab5SIWm9zvfO6BXFQbTIP,2007,204643,40,0.657,0.881,0.98,0.393,0.117,-2.544,0.265,94.91,4,0.67
D. Imman,Lalaa Kadai Saanthi,3n2WA6kTQMaXMSN6uRsSuv,2017,301331,42,0.243,0.475,0.943,0,0.206,-4.364,0.352,150.003,4,0.609
D. Imman,Dandanakka,7HWiw6fOuuaiu6Rfycl2MK,2015,260129,47,0.409,0.672,0.933,1.16E-05,0.802,-3.927,0.263,154.852,4,0.816
G. V. Prakash,Jithu Jilladi,6fekFbmemX0Pj1E6VgR47n,2016,289724,47,0.25,0.773,0.825,7.54E-05,0.817,-5.798,0.321,144.973,4,0.645
Various Artists,Nanbanukku Koila Kattu,6IFIxZ68PdaKMcvcPytpkm,2019,280200,39,0.699,0.622,0.951,3.19E-05,0.163,-3.243,0.352,142.381,4,0.844
D. Imman,Damaalu Dumeelu,1Cf0jWwEUfHFpV7Ox5MQ8c,2016,259838,40,0.185,0.65,0.962,0,0.889,-4.478,0.295,169.955,4,0.695
Harris Jayaraj,Idhuthaanaa,4sxIAAwSR2XPeehDZeSseG,2003,319704,54,0.468,0.679,0.615,1.28E-06,0.19,-8.548,0.0665,100.072,4,0.706
S.J.Surya,Mayilrage,3Bh8VEMG1ugQgDHsuxJkat,2013,322861,58,0.464,0.732,0.654,5.49E-05,0.123,-7.583,0.0396,122.049,4,0.724
Various Artists,Vaseegara,3YRj4jmwois2ctPnhwSwFo,2001,299146,67,0.596,0.695,0.293,0.0158,0.132,-16.278,0.0431,143.804,4,0.637
A.R. Rahman,Kadhal Sadugudu,4shmzSwbjpKUIlNhxzlVeC,2000,275586,62,0.00555,0.76,0.271,4.78E-06,0.115,-17.96,0.0494,87.981,4,0.373
Vijay,Melliname,5Gd3pzjK9F7caWRS1fMD68,2001,326008,61,0.568,0.662,0.4,5.99E-05,0.0682,-11.244,0.0651,91.936,4,0.541
Devi Sri Prasad,Uyire Uyire,2cFWFZDESQC4XLJv7C6FEr,2008,274128,55,0.327,0.675,0.722,5.95E-06,0.102,-3.463,0.0396,90.044,4,0.438
Sabesh Murali,Nila Nee Vaanam,1nfzHDbYXHzgPoVGc8gJP2,2009,346000,48,0.158,0.753,0.574,6.56E-05,0.207,-7.624,0.0317,136.019,4,0.703
G. V. Prakash,Eppo Nee,1ae6GtlSKSGfUnKDVmx1cw,2008,298880,54,0.0475,0.722,0.601,0.00659,0.111,-5.721,0.0415,105.02,4,0.287
Yuvan Shankar Raja,Kadhal Vaithu,6t2rDXyJZUD6uTp7P8e6Z4,2007,311013,49,0.0256,0.682,0.65,0.101,0.191,-11.799,0.0371,100.214,4,0.653
Yuvan Shankar Raja,Enkeyoo Partha,5TL3UHuEBRMPbAIAOiPJmc,2008,320960,67,0.486,0.822,0.446,0.00102,0.147,-8.899,0.0321,119.994,4,0.654
Harris Jayaraj,Ondra Renda,6APAPsBCutqTFJ9OFTbeCa,2003,306626,58,0.584,0.642,0.562,0,0.104,-9.304,0.0607,149.82,4,0.671
